Gene.name;AIREdep
Serpinb11;yes
Sult5a1;yes
Bglap3;yes
Nxph4;yes
Htr1f;no
Cyp21a1;yes
Tac1;yes
Cacna2d4;yes
Wnt7b;yes
Gcg;yes
C1qc;yes
Hoxb7;yes
Trem2;yes
Mrap;no
Lrrc19;no
Lhx9;no
Tlx3;no
Klk1b8;yes
Cdh7;no
Scrt1;no
Il36rn;yes
Il36a;yes
Evx1;no
Unc5cl;yes
Sh3gl2;yes
Fam169a;no
Nkx6-1;no
Cyp2j13;no
Fmo1;yes
Tmem174;no
Col4a4;yes
Ncan;yes
Krt16;yes
Csta1;yes
Nudt11;yes
Tubb4a;yes
Nhsl2;yes
Ptgdr;yes
Hsf5;yes
Cyp4f18;yes
Angptl1;no
Trp53tg5;no
Sult1e1;yes
Ttc9;yes
Ace2;yes
Radil;yes
Umodl1;yes
Pglyrp4;yes
Krt12;yes
Prodh2;yes
Nek10;yes
Tnnt1;yes
Gata1;yes
Klhl14;yes
Cyp4f18;yes
Ggt1;yes
Foxf1;yes
Fscn2;yes
Me3;no
Endou;yes
Pcdhb2;no
Msx2;no
Cxcr6;no
Alx3;yes
Snca;yes
Hrh3;yes
Fbxl13;no
Trpc4;no
Ace;yes
Rnase6;yes
Ogn;no
Rp1;yes
Ccdc180;yes
Tspan8;yes
Nkain2;no
Fam184a;no
Adipoq;yes
Wt1;yes
Krtdap;yes
Abra;no
Slc36a3;yes
Chrm1;yes
Nipal1;yes
Olfr224;no
Noxa1;yes
Hopx;yes
Pax4;yes
Synpr;yes
Trim31;yes
Twist2;no
Cers3;yes
Ccl20;yes
Slc6a15;yes
Cbs;yes
Slfnl1;no
Creb3l3;yes
Frrs1l;yes
F3;yes
Slc12a8;yes
Taf7l;no
Arr3;no
D430041D05Rik;yes
Actr3b;yes
Plaur;yes
Fam83c;yes
Clic6;yes
Gabra3;no
Ccdc102a;yes
Slc51a;yes
Lrrn4;yes
Krt80;yes
Ly6g6e;yes
Apoc2;yes
Csdc2;yes
Il12b;yes
Sdr16c5;yes
Tspan15;yes
Ecm1;yes
Ankmy1;yes
Timp4;no
Stxbp5l;yes
Aadacl2;yes
Dapl1;yes
Adh6b;yes
Lrrc34;yes
Serpinf2;yes
Spag6l;yes
Sox3;yes
Fcgr2b;yes
Nat8f7;yes
Ptafr;yes
Pbld2;yes
Ptgr1;yes
Ccl12;yes
Agt;yes
Fam205a4;yes
Pnpla5;yes
Ncald;yes
Prom1;yes
Siglecf;yes
Emilin2;yes
Fkbp6;no
Rdh1;yes
Gbgt1;no
Atp6v1c2;no
En1;yes
Ccdc69;yes
Krt76;yes
C1qa;yes
Dusp2;yes
Zfp804a;yes
Tnfsf14;yes
Gpr82;no
Mmp7;yes
Ppm1n;yes
Cpb2;no
Plac8;yes
Tyro3;yes
Plet1;yes
Tmem45a;yes
Oas1e;yes
Spata19;yes
Tmem40;yes
Ptch2;yes
Nphs2;yes
Ttc36;yes
Sv2c;yes
Klk1b8;yes
Bcl2l15;no
Slc40a1;yes
Adprhl1;yes
9130008F23Rik;yes
Areg;yes
Prl;no
Cacna2d3;yes
St3gal4;yes
Igdcc3;yes
Rxfp1;no
Ms4a6c;yes
Chst4;no
Tyrobp;yes
Mmp16;no
Gpx6;yes
Casq2;yes
Cd200r1;no
C1qb;yes
Lcn9;no
Upp1;yes
Sgpp2;no
Cnfn;yes
Gsdma3;yes
Krt15;yes
Slc3a1;no
Lipk;yes
Nat8f7;yes
Hydin;yes
Fam43b;no
Gjc3;yes
Pdzk1ip1;yes
Rbm46;yes
Tslp;no
Prrx2;yes
9530003J23Rik;yes
Ccr1;yes
Klkb1;yes
Fabp1;yes
Aqp8;yes
Entpd8;yes
Ces2a;yes
Rprml;yes
Creg2;no
Car6;yes
Kif26b;yes
Ppfibp2;yes
C8a;yes
Dao;yes
Slc39a12;no
Cyp26b1;yes
Cpm;yes
Pex5l;yes
Spink14;yes
Mpl;yes
Hmgcs2;yes
Ldoc1;yes
Adig;yes
Mog;no
Unc5b;yes
Kcnk13;yes
Gpx3;yes
Ccdc65;yes
2810459M11Rik;no
Pglyrp1;yes
Gpr45;no
Adcyap1r1;yes
Vsig2;yes
Il1a;yes
Rbpjl;no
Ghrhr;yes
Capn3;no
Ms4a7;yes
Wnk3;no
Igf1;yes
Gadl1;yes
Apoc3;yes
Adra1d;no
Rep15;yes
Tigd4;no
Adh1;yes
CK137956;yes
Opcml;yes
Arhgap20;yes
Tmem252;no
Fhod3;yes
Pdzk1;yes
Tm4sf20;yes
Ccdc170;yes
Igfbp3;yes
Ppfia2;yes
Mrgpra6;no
Ly6k;yes
Smco1;no
Phex;yes
Prob1;yes
Ttc29;yes
Adam2;no
Fam83e;yes
Elovl3;yes
Lcn2;yes
Ccl9;yes
Tespa1;yes
Mak;yes
Cwh43;yes
Hao2;yes
Cyp2w1;yes
Grid2ip;yes
Mpp4;no
Treml2;yes
Npff;yes
Tmem45a;yes
Esrrb;yes
Cd101;yes
Sell;yes
Hsd17b1;yes
Hepacam;yes
Spatc1l;no
Baiap2l2;yes
Btla;yes
Rorb;yes
Slc45a1;no
Apom;no
Mlph;yes
Gpr39;no
Asic5;yes
Gpr55;yes
Ephb2;yes
Eml1;no
Rab44;yes
Tmem150b;yes
Chd5;yes
Prr30;no
Gpr65;yes
Nptxr;no
Slco6c1;no
Jsrp1;yes
Rexo1;no
Gm5414;yes
Olig3;no
Ugt1a10;no
Pdc;no
Kcnj1;yes
Smarca1;yes
Apof;yes
Lrcol1;yes
Fxyd3;yes
Orm1;yes
Prdm14;yes
Esm1;yes
Ephx3;yes
Spns2;yes
Cdsn;yes
Rsad2;yes
Slc25a34;yes
Gsx1;no
Agtr1a;yes
Fam3b;yes
Aldh3a1;yes
Six6;no
Hapln2;yes
Lipm;yes
BC049715;no
Has1;yes
Neto1;no
Mnx1;no
Sytl2;yes
Sgk2;yes
Ankrd2;yes
Lrrc75b;yes
Apoa2;yes
Ranbp3l;yes
Krt23;yes
Dusp13;yes
Ano3;no
Lhx1;yes
Serpinb9;no
Plbd1;yes
Mzb1;yes
Serpind1;no
Prl;no
Peg10;yes
Tm6sf1;no
Tppp2;yes
Enpp3;yes
Fam107a;yes
Slc39a4;yes
Gm525;yes
St8sia6;yes
Fgr;yes
Meig1;yes
Fcamr;yes
Vit;yes
Aldh1a1;yes
Arid3c;yes
Npl;yes
Rbfox3;yes
Chrna7;yes
Gpc5;no
Impg2;yes
Nkx2-3;no
Acer1;yes
Atoh1;yes
Slc34a3;yes
Awat1;yes
Cd300e;yes
Rhbg;yes
Tas1r2;yes
Serpinb5;yes
F12;yes
Arhgef37;yes
Epha8;yes
Dkkl1;yes
Pdia2;no
Agap2;yes
Il22ra1;yes
Ces1b;yes
Gm20817;no
Stom;yes
Klrg2;yes
Chrm5;no
Cd2;yes
Stk32c;no
Tmem125;yes
Sdcbp2;yes
Serpinb8;yes
Chad;yes
Iglon5;yes
Tmprss11f;no
Scel;yes
Chil1;yes
Asgr2;yes
Hecw2;yes
Ndrg4;yes
Rufy4;yes
Bcas1;yes
Fgfbp1;yes
Qrfp;yes
Pcdh1;yes
Bco1;yes
Prima1;no
Itm2a;yes
Cldn2;yes
Ldb3;yes
Ccdc81;yes
Tmem132e;yes
Tg;yes
F10;yes
Ttr;yes
Ablim3;yes
Zic3;no
Tcap;yes
Pigr;yes
Dlx2;no
Baalc;yes
Slc6a20b;yes
Ano2;yes
Gli1;no
Clec4a1;yes
Mroh7;yes
Zfp185;yes
Hsd3b9;no
Sidt1;yes
Slc4a9;yes
Actn2;yes
Syt2;yes
Nox4;no
Grm3;no
Ube2u;no
Ngf;yes
Slc6a17;yes
Celf3;yes
Dct;yes
Tmc3;yes
Chrna2;yes
Ang;no
Nkpd1;yes
Shisa6;yes
Rdh8;no
Bpi;yes
Pdk4;yes
Spag11b;yes
Wfdc2;yes
Rspo1;yes
Gm45618;no
Astn2;no
Parvg;yes
Nccrp1;yes
Ang;yes
Sema4g;yes
Cryba4;yes
Megf10;yes
Cd96;yes
Map6d1;no
Lgals3;yes
Gtsf1;yes
Ccl17;yes
Fhl4;yes
Slc16a1;yes
Slitrk5;yes
Scube1;yes
Igsf11;yes
Prkar2b;yes
Car8;yes
Ly6g6c;yes
Galnt15;yes
Rarres1;yes
Tmem54;yes
Ces1b;yes
Srpk3;yes
Dmp1;no
Htr2a;no
Cd3g;yes
Scarb1;yes
Steap2;yes
Spata32;no
L3mbtl1;no
Dntt;yes
Klf1;yes
Cyp3a13;yes
Mylk4;yes
Tas2r144;no
Mboat4;yes
Gzma;yes
Padi2;yes
Nox1;no
Npc1l1;yes
Muc20;no
Acsm1;yes
Vrtn;yes
Ibsp;yes
Trpa1;yes
Lalba;no
Nrg2;yes
Lrrc4b;yes
Tm4sf1;yes
Hoxb8;yes
Slc51b;yes
Npy4r;no
Klk1b8;yes
Serpina6;no
Ifit2;yes
Vsx2;yes
Nat8f7;no
Cbln1;yes
Lrrc71;no
Fam183b;yes
Dgat2l6;no
Degs2;no
Sema3c;yes
Phlda2;yes
Duoxa2;yes
Olfr95;no
Tspan6;yes
Ramp1;yes
Prl;yes
Mat1a;yes
Guca2b;yes
Serpinb6b;no
B3gnt8;yes
Rab38;yes
Clvs1;no
Ccl22;yes
Tnfsf11;yes
Rasl11a;yes
Nlrp6;yes
Cpn1;yes
Stk32b;yes
Lefty2;yes
Cyp3a13;yes
C1ql3;no
Slc44a4;yes
Kl;yes
Sorcs1;yes
Smco2;yes
Nrgn;yes
Acp5;no
Camkk1;yes
Arhgap15;no
Gdpd3;no
Hsd17b2;no
Dusp9;no
Ntn1;no
Zpbp2;no
Myl7;no
Hck;no
Ddx60;no
Krtap1-5;no
Olfr1393;no
Fut7;no
Dnai1;no
Mc2r;no
Cpa6;no
Hs3st2;no
Tex33;no
Aifm3;no
Begain;no
Tlx2;no
Fgf7;no
Edn2;no
Rtp3;no
Apob;no
Olfr175;no
Prl;no
Fmo2;no
Syt6;no
Syt8;no
Myom1;no
Maob;no
Rab27b;no
Gnrh1;no
Fbxo16;no
Pglyrp3;no
Lhx6;no
Miox;no
Gpr158;no
Wnt8a;no
Sgip1;no
Syt16;no
Styk1;no
Cacna2d2;no
Fgf18;no
Krtap4-16;no
Bfsp2;no
Tlr7;no
Mst1r;no
Gsc;no
Ttyh1;no
Cited1;no
Tspan1;no
Lat2;no
Grtp1;no
AA467197;no
Gbx1;no
Pdzd3;no
Psd2;no
Lypd5;no
Kcnd3;no
Dmkn;no
Lmod2;no
Lpar4;no
Cpa4;no
Vsig10l;no
Cfap43;no
Cttnbp2;no
Ceacam19;no
Fam3d;no
Trex2;no
Grb14;no
9530077C05Rik;no
Kng2;no
Magea13;no
Vwa5b1;no
Rab17;no
Ripply1;no
Nxph2;no
Cox4i2;no
Cideb;no
Crmp1;no
Hpdl;no
Nanos3;no
Cyp4f17;no
Creb5;no
Aldh1a1;no
Adra2b;no
Rimklb;no
Hapln1;no
Cd55b;no
Tas2r107;no
Ankef1;no
Tnfrsf13b;no
Bambi;no
Nrn1l;no
Cracr2a;no
Olfm2;no
Morc1;no
Sptbn2;no
Dnah7b;no
C6;no
Slc24a1;no
Aldh3b3;no
Cyth4;no
Mgarp;no
Rsph9;no
Erich3;no
Gucy2e;no
Isx;no
Cntn5;no
Sds;no
Atp7b;no
Rerg;no
Tmprss11e;no
Galnt13;no
Itgax;no
Cdh15;no
Cpvl;no
Fam228a;no
Scn1a;no
Sp6;no
Gjb4;no
Slc35f2;no
Cd300a;no
Npm2;no
Trim71;no
Chrna1;no
Crabp2;no
Atf7ip2;no
Bcl2a1d;no
Slc10a5;no
Fgfr3;no
Gm5414;no
Plvap;no
Col8a1;no
Fbxw21;no
Klk1b8;no
Ptpro;no
Slc23a1;no
Sgk1;no
Rasal3;no
Nr0b1;no
Fam71f2;no
Apcs;no
Scml2;no
Hoxb6;no
Npw;no
Rsph6a;no
Alx4;no
Trpm1;no
Ms4a18;no
Apol7a;no
Apod;no
Vpreb3;no
Clca4b;no
Ceacam16;no
Cpne5;no
Gm11992;no
Olr1;no
Prph2;no
Cfd;no
Mmp12;no
Chgb;no
Bcl2a1d;no
Fbxo43;no
Slc24a5;no
Aadacl3;no
Nid1;no
Spag17;no
Aldh3b3;no
1700007K13Rik;no
Isg15;no
Tnfsf18;no
Kcnk12;no
Prx;no
Vsig4;no
Inhba;no
Tdo2;no
Hspa12b;no
Ropn1;no
Kcnj10;no
Slc46a3;no
Plk3;no
F5;no
Usp50;no
Kcnab2;no
Ifit3;no
Ceacam20;no
Trim36;no
Dkk4;no
Cav3;no
Wnt5a;no
Aadac;no
Gprc5a;no
Ccr1;no
Capn12;no
Aqp3;no
Jph4;no
Ppara;no
Col9a1;no
Cyp3a13;no
Fam131b;no
Syt9;no
Best1;no
Abcg3;no
Kcnmb2;no
Rnf224;no
Tcp11x2;no
Glb1l2;no
Dcc;no
Hoxc9;no
Chst10;no
Lpxn;no
Abcc9;no
Slc22a13;no
Acot2;no
Podxl2;no
0610040J01Rik;no
1700016H13Rik;no
Pou3f4;no
Cldn8;no
Il1rapl1;no
Pld6;no
Rhpn1;no
Clic3;no
Adamts3;no
Klhdc7b;no
Slc39a2;no
Gm37389;no
Slc17a4;no
Kcnn2;no
Pla2g5;no
Mapt;no
S1pr5;no
Ccr8;no
Slc13a2;no
Slc6a5;no
Neurog2;no
Tmem37;no
Cav1;no
Cyp19a1;no
Psapl1;no
Ces2a;no
Reep1;no
Treml4;no
Edn1;no
Aff2;no
Ppp1r3b;no
Sgca;no
Fank1;no
Kcnab3;no
Trpm6;no
Eepd1;no
Tmem71;no
Mc4r;no
Tmem116;no
Prl;no
Slc17a7;no
Cyp4f18;no
Rims3;no
Arhgap9;no
Cyp2a4;no
Prl;no
Dusp5;no
Il18;no
Ccdc148;no
Gm45618;no
Slc29a4;no
Tarm1;no
Lrrn3;no
Gata4;no
Fbxw21;no
Adrb3;no
AI593442;no
P2ry6;no
Rgs7bp;no
Actrt3;no
Bin2;no
Olfr288;no
Cd164l2;no
Elovl4;no
Ush1g;no
Pianp;no
Avpr2;no
Csta1;no
Nptxr;no
Arx;no
Krt78;no
Gipr;no
Cdh18;no
Sycp2;no
Sprr4;no
Abca12;no
Itgb7;no
Nlrp1a;no
Insc;no
Abca13;no
Sh3tc1;no
Tead4;no
Cldn10;no
Pax2;no
Prm3;no
Anxa13;no
Ces2a;no
Foxl2;no
Adcy7;no
Igfbp1;no
Morn5;no
Mroh2a;no
Rapsn;no
Chrna4;no
Cd200r1;no
Nat1;no
Apobec4;no
Lrrc55;no
Tas2r107;no
Dhrs9;no
Krtap7-1;no
Nphs1;no
Slc28a2;no
Cxcl13;no
Pdzrn3;no
Tex19.2;no
Shcbp1l;no
Zfp423;no
Myo16;no
Acrv1;no
Upp2;no
Erich6;no
Ankrd55;no
Il33;no
Prl;no
Ifit3;no
Gdf3;no
Lipn;no
Slitrk2;no
Krt9;no
Aspg;no
Tmem79;no
Zfp804b;no
Lct;no
Nat8l;no
Tifab;no
Tmigd1;no
Itga2b;no
Efna3;no
Pla2g2f;no
Cidea;no
Tas2r121;no
Msh4;no
Col13a1;no
Myrfl;no
Fbxw21;no
Aadacl4fm1;no
Gpr143;no
Crybb1;no
Il36b;no
Prkcb;no
Ttll7;no
Dpf1;no
Stpg1;no
Oas1e;no
Rnd3;no
Rps6kl1;no
Cyp3a13;no
Lrguk;no
Btn1a1;no
Pde3a;no
Tas2r118;no
Elavl4;no
Ampd1;no
Myo18b;no
Ffar2;no
Itgb2l;no
Tmem86a;no
Asb14;no
Ang;no
Hs3st6;no
Pah;no
Ntf3;no
Sfrp2;no
Hepacam2;no
Wnt7a;no
Fosl1;no
Slc15a5;no
Trank1;no
Sox2;no
Slc35f3;no
Batf2;no
Htra3;no
Car5b;no
Trim16;no
Fads3;no
Pklr;no
Osgin1;no
Zswim5;no
Mrgpra6;no
Spz1;no
Zfp536;no
Csta1;no
Prph;no
Morc2b;no
Calhm1;no
Hoxd11;no
Tfec;no
Col28a1;no
Fam20a;no
Heyl;no
Wdr27;no
Crb2;no
Gja8;no
Myf6;no
Lcp2;no
Smagp;no
Piezo2;no
Fgf12;no
Rgs6;no
Fam170b;no
Rdh12;no
Dnajb13;no
Gjd4;no
Gnb5;no
Slc35f6;no
Neurl3;no
Hand2;no
9330159F19Rik;no
Myh14;no
B3gnt6;no
Perp;no
Creb3l1;no
Kpna7;no
Omd;no
Epn3;no
Abcc2;no
Ms4a10;no
Hoxa13;no
Magea13;no
Sftpa1;no
Lfng;no
Agbl1;no
Ndufa12;no
Efhc2;no
Ifitm5;no
Cdc42ep5;no
Podxl;no
Prl;no
Abcg4;no
Matn4;no
Etv2;no
Rnf39;no
Pygm;no
Adamtsl5;no
Calm4;no
Gnat2;no
Il17re;no
Duox2;no
Nkx2-5;no
Pgap1;no
Smc1b;no
Cerkl;no
Plscr1;no
Slc2a2;no
Cnksr2;no
Car12;no
Trim9;no
Mrpl23;no
Sult6b1;no
Trim72;no
Oprm1;no
Gjc2;no
Celsr2;no
Sptssa;no
Otp;no
Elfn1;no
Pdilt;no
Mill1;no
Pou4f1;no
Stat4;no
Il1b;no
Dcst1;no
Tmc7;no
Ubxn10;no
Tnnc2;no
Tcf15;no
Ablim2;no
Ccdc30;no
Scd2;no
Arhgap40;no
Negr1;no
Armc2;no
Card11;no
Cldn23;no
Adcy2;no
Vgll2;no
Rgs4;no
Kcnq5;no
Tnfrsf19;no
C8b;no
Gabbr2;no
Abat;no
Cyp27b1;no
Ubald2;no
Paqr8;no
Mertk;no
Fa2h;no
Ogdhl;no
Samd5;no
Cited4;no
Mchr1;no
Klb;no
Rcan2;no
Glp2r;no
Ccdc74a;no
Panx2;no
Sis;no
Lin28a;no
Clu;no
Hoxc8;no
Dydc2;no
Ugt1a10;no
Tcp11;no
2310057J18Rik;no
Col26a1;no
Kcnh1;no
2010003K11Rik;no
Hoxd9;no
Il2;no
P2rx2;no
Heph;no
Spaca4;no
Camk2n1;no
Rnase4;no
Tns1;no
Amer2;no
Trim2;no
Fap;no
Dgkg;no
Asah2;no
Styxl1;no
Fgf5;no
Atp8b1;no
Ubl4b;no
Olfr460;no
Elmo1;no
Prl;no
Klk4;no
Islr2;no
Bfsp1;no
Dhcr7;no
C3ar1;no
Tas2r120;no
Ksr2;no
Tmem253;no
Frmd4b;no
Cd200r1;no
Glt8d2;no
Slc24a2;no
Tshb;no
Nlrc3;no
Slc23a3;no
Ptprc;no
Unc45b;no
Lrriq4;no
Apol7a;no
Ackr3;no
Trpc3;no
2610528J11Rik;no
Tram1l1;no
Tas2r108;no
Prss12;no
Podn;no
Slc17a9;no
Efcab12;no
Gabrb3;no
Gbx2;no
Klhl31;no
Pcsk1;no
Flvcr2;no
Frmd5;no
Prss55;no
Slc26a9;no
C1ql2;no
Sox17;no
Dtna;no
Mecom;no
Magee2;no
Ccdc150;no
Pgam2;no
Atp8b3;no
Ccdc85a;no
Fndc5;no
Itpka;no
Siglecg;no
Adh4;no
Klhl30;no
Rdh1;no
Otol1;no
Vwce;no
Ano7;no
Mc5r;no
Dmc1;no
Hsbp1l1;no
Lypd8;no
Fhl2;no
Dnah2;no
1700016C15Rik;no
Ces2a;no
Gdpd2;no
Hcar2;no
Ppp4r4;no
Tacstd2;no
Itga4;no
Tgm1;no
Rnf152;no
Pdgfrl;no
Mtcl1;no
Slfn2;no
Tbx2;no
Plekhg6;no
Moxd1;no
Stac3;no
Tspan12;no
Slc39a8;no
Msh5;no
Sh2d2a;no
Rasgrp2;no
St6gal1;no
Mgst1;no
Apoc1;no
Rnf133;no
Lrrc30;no
Six3;no
Kif5a;no
Myo7b;no
Slc45a3;no
Cd109;no
Hebp2;no
Trpv4;no
Hamp;no
Dnali1;no
Ttc21a;no
Clcf1;no
Dpf3;no
Ugt3a1;no
Uncx;no
Sbsn;no
Sec14l4;no
Clec4a1;no
Odf3l2;no
Pfn4;no
Nnmt;no
Kctd19;no
2610028H24Rik;no
Rasal1;no
Sema3e;no
Wnt5b;no
Alox12;no
Slc26a5;no
Tmem215;no
Tmem236;no
Hrh1;no
Rnf182;no
Cdh6;no
Cys1;no
Omg;no
Cd300a;no
Kcnip4;no
Galr2;no
Map6;no
Dab2;no
Kcp;no
Klk1b8;no
Foxa2;no
Egf;no
Cldn5;no
Xcr1;no
Gjb3;no
Smim24;no
Mlip;no
Irf7;no
Hcls1;no
Gja5;no
Scnn1a;no
Sorbs2;no
Hoxa1;no
Lrrd1;no
Epgn;no
Vsx1;no
Ackr1;no
Btbd16;no
Clca4b;no
Rad51b;no
Rapgefl1;no
Dnase1l2;no
Spire2;no
Sucnr1;no
Vipr1;no
Gcnt2;no
Glrx;no
Zcchc12;no
Rab3c;no
Ttc23l;no
Cidec;no
Pmaip1;no
Hcar1;no
Rgs21;no
Elavl2;no
Tmem45b;no
Pabpc1l;no
Odf3;no
Nefh;no
Map7d3;no
Tnnt3;no
Acot4;no
Kcnj13;no
Sla2;no
Rsph1;no
Agbl2;no
Lrrn4cl;no
Cdr2;no
Fam135b;no
Abcb9;no
Card14;no
Rtp4;no
Slc35e4;no
Psma8;no
Gria4;no
Pabpc1;no
Zdhhc2;no
Hr;no
Mgam;no
Anxa9;no
Vil1;no
Celf5;no
Gm11437;no
Klf5;no
Foxc2;no
Ryr1;no
Tbr1;no
Wdr17;no
Fstl3;no
Pof1b;no
Nmb;no
Kcnh2;no
Opn1sw;no
Fam217a;no
Tex22;no
Scube3;no
Pinlyp;no
Fxyd2;no
Aqp6;no
Rp1l1;no
Deptor;no
Cst6;no
H6pd;no
Ptprcap;no
Aadacl4fm1;no
Cd40lg;no
Gm20817;no
Lin7b;no
Ppp2r2b;no
Lca5l;no
Alox8;no
Papln;no
Add2;no
Gpr37l1;no
Rasgrf2;no
Adcy10;no
Atp6v1g3;no
Hnmt;no
Atg9b;no
Msrb2;no
Nat8f7;no
Tcf24;no
Nup62cl;no
Ptf1a;no
Pde8a;no
Scml4;no
Abcg3;no
Cox7a1;no
Ifi44;no
Kcnn1;no
Bag2;no
Nfe2;no
Olfr693;no
Gpr37;no
Synpo2l;no
4930562C15Rik;no
Capn11;no
Sdr9c7;no
Ccdc182;no
Asb11;no
Themis2;no
Fasl;no
Srrm3;no
Nacad;no
Sox6;no
Nalcn;no
Nos1;no
Oxtr;no
Lhfpl1;no
Zfp831;no
Dkk2;no
Hnf1b;no
Prr5;no
Mmp20;no
Spink5;no
Myrip;no
Gnat3;no
Dmrta1;no
C1ql1;no
Lrrc32;no
Dusp8;no
Zfp354a;no
Tmem139;no
Nat1;no
Bace2;no
Mgat3;no
Gdf5;no
Il36g;no
Prrt3;no
Fsip1;no
Gal3st2;no
Rspo3;no
Onecut2;no
Katnal2;no
Gc;no
Aoah;no
Tmem25;no
Fndc1;no
Wdr86;no
Gabrb2;no
Ccl7;no
Slc2a10;no
Cabp5;no
Sbspon;no
Chn2;no
Ms4a6c;no
Ntrk3;no
Eno4;no
Tekt2;no
Efhc1;no
Rab37;no
Insm2;no
Ppm1j;no
Atp10b;no
Mycs;no
Cthrc1;no
Usp51;no
Dbh;no
Nupr1;no
Olfr56;no
Ttbk1;no
Aspa;no
Crip1;no
Bcl2a1d;no
Calml4;no
Spdya;no
Sgms2;no
Napsa;no
Kcnk4;no
Rbm44;no
Rasl12;no
Tmprss13;no
Cd200r1;no
Kcng2;no
Ms4a15;no
Pcdh19;no
Krtap3-3;no
Aloxe3;no
Cth;no
Tas2r107;no
Mapk10;no
Ccdc24;no
Rhov;no
Cpn2;no
Phyhip;no
P2ry2;no
Kcnq4;no
Palmd;no
Pla2g3;no
Entpd3;no
Mamdc4;no
A1cf;no
Hoxc10;no
Cacnb4;no
Smim5;no
Ccr3;no
Dach1;no
Pcsk4;no
Kifc3;no
Eci3;no
Tubb3;no
Cacng5;no
Prl;no
Mmp23;no
Tpd52l1;no
Nrg4;no
Myof;no
Lmo2;no
Kcnj12;no
Ahsg;no
Ccnb3;no
Cd36;no
Alox5ap;no
Vstm5;no
Plk2;no
Abcc6;no
Tex35;no
Doc2b;no
Il25;no
Arg1;no
Mybph;no
Clrn3;no
Dok4;no
Tll1;no
Klhl34;no
Hcrt;no
Sybu;no
Rassf9;no
Trim42;no
Tmem63c;no
Grid2;no
Galnt6;no
Htr1b;no
Fam205a4;no
Hoxa5;no
Gipc2;no
Rilp;no
1700020L24Rik;no
Plxdc2;no
Ooep;no
Reep2;no
Tmem130;no
Pik3ap1;no
Slitrk6;no
Car7;no
Prickle2;no
Hbegf;no
Ifnl2;no
Pgpep1l;no
Krt75;no
Apobr;no
Bbox1;no
Krt79;no
Camk1d;no
Il12rb2;no
Adam30;no
Tnni2;no
Pir;no
Pi16;no
Xkrx;no
Col20a1;no
Slco6c1;no
Gchfr;no
Mocs1;no
Calb1;no
Cd55b;no
Trpm5;no
Pth2;no
Tmem154;no
Plin4;no
Myo1a;no
Gck;no
Lrrc10;no
Scara5;no
Trim66;no
Tgm4;no
Nkain1;no
Spns3;no
Capn5;no
Pnp;no
Dsc1;no
Slc12a2;no
Cd8a;no
Prl;no
Slc22a18;no
Scn2a;no
Myt1;no
Gm13306;no
Olfr310;no
Rgcc;no
Adora2b;no
Ephx1;no
Sord;no
Nudt11;no
Acsbg1;no
Olfr1132;no
Ism2;no
Clec4e;no
Aatk;no
Lrrc25;no
Dock3;no
Procr;no
Lrrc23;no
Ttll11;no
Tmem132d;no
Foxo6;no
Sgcz;no
Kcnh5;no
Prkcq;no
Susd3;no
Ebf3;no
Dsg3;no
Garnl3;no
Allc;no
Tmem182;no
Slc34a2;no
Cd5;no
Rassf10;no
Eps8l1;no
Mc1r;no
Ppp1r14d;no
Npy1r;no
Trhr;no
Macrod1;no
Klk1b8;no
Cmpk2;no
Usp9y;no
Rnf144a;no
Atp6v1e2;no
Npvf;no
Aff3;no
Cfp;no
Jph2;no
Grp;no
Ubap1l;no
Gk;no
Hdac5;no
Cfi;no
AI661453;no
Sectm1b;no
9130409I23Rik;no
Necab3;no
Lcn12;no
Tnnc1;no
Mtmr7;no
Icam2;no
Bhlhe22;no
Slc25a45;no
Baiap3;no
Fbxo41;no
Rims1;no
Igf2bp2;no
Ddo;no
Daam2;no
Ggt6;no
Gpr3;no
Slc6a19;no
Slc6a20b;no
Macc1;no
Rasgrp3;no
Gm45753;no
Ecscr;no
Wdfy4;no
Nim1k;no
Cd248;no
Ifnl2;no
Map3k6;no
Dtx1;no
Ptk6;no
Ckb;no
Acsm2;no
Ldhb;no
Kif2b;no
Nkd1;no
Nes;no
Susd1;no
Acsl6;no
Pde1a;no
Mrgpra6;no
Col11a2;no
Cdkl4;no
Zfp541;no
Rtn1;no
Slc16a11;no
Arc;no
Lrrn2;no
Sostdc1;no
Cln8;no
AA986860;no
Mboat2;no
Slc16a10;no
Mylpf;no
Cecr2;no
Mcoln2;no
Notch3;no
Dgki;no
Homer2;no
Pak1;no
Atp4a;no
Ush2a;no
Rhpn2;no
Zap70;no
Ckm;no
St8sia4;no
Edil3;no
Ppp3cc;no
Xaf1;no
Coprs;no
Col4a5;no
Calm2;no
Grik3;no
Rapgef3;no
Plcb2;no
Cd247;no
Grin1;no
Engase;no
Rhoh;no
Rarres2;no
Prss8;no
Arhgap24;no
Hrnr;no
Fgfr4;no
Gm5724;no
Atp8a2;no
Nxnl1;no
Ccrl2;no
Mmp24;no
Wdr93;no
Slc26a1;no
Slc9a4;no
Slc28a1;no
Phf11a;no
Colgalt2;no
Tex26;no
Ddc;no
Rhof;no
Krt24;no
Lck;no
Mlxipl;no
Tnfrsf25;no
Ntrk1;no
Cyp2s1;no
Wnt16;no
Serpina3a;no
Slc19a1;no
Rap1gap2;no
Grin2b;no
Itih2;no
Chga;no
Ass1;no
